test_id,node,test_category,test_description,test,result,failure_reason
80,EAPI-LEAF2B,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel3 - MLAG_PEER_EAPI-LEAF2A_Po3,PASS
81,EAPI-LEAF3A,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel5 - SRV-POD03_PortChanne1,FAIL,interface status: down - line protocol status: lowerLayerDown
82,EAPI-LEAF4A,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel5 - SRV-POD03_PortChanne1,FAIL,interface status: down - line protocol status: lowerLayerDown
83,EAPI-BL01A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS
84,EAPI-BL01A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
85,EAPI-BL01B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS
86,EAPI-BL01B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
87,EAPI-LEAF1A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS
88,EAPI-LEAF1A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
89,EAPI-LEAF1A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan110 - PR01-DEMO,PASS
90,EAPI-LEAF1A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan111 - PR01-TRUST,PASS
91,EAPI-LEAF1A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan112 - PR01-TRUST,FAIL,interface status: adminDown - line protocol status: down
92,EAPI-LEAF1A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3010 - MLAG_PEER_L3_iBGP: vrf TENANT_A_PROJECT01,PASS
93,EAPI-LEAF1B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS
94,EAPI-LEAF1B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
95,EAPI-LEAF1B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan110 - PR01-DEMO,PASS
96,EAPI-LEAF1B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan111 - PR01-TRUST,PASS
97,EAPI-LEAF1B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan112 - PR01-TRUST,FAIL,interface status: adminDown - line protocol status: down
98,EAPI-LEAF1B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3010 - MLAG_PEER_L3_iBGP: vrf TENANT_A_PROJECT01,PASS
99,EAPI-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS
100,EAPI-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
101,EAPI-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan110 - PR01-DEMO,PASS
102,EAPI-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan111 - PR01-TRUST,PASS
103,EAPI-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan112 - PR01-TRUST,FAIL,interface status: adminDown - line protocol status: down
104,EAPI-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3010 - MLAG_PEER_L3_iBGP: vrf TENANT_A_PROJECT01,PASS
105,EAPI-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS
106,EAPI-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
107,EAPI-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan110 - PR01-DEMO,PASS
108,EAPI-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan111 - PR01-TRUST,PASS
109,EAPI-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan112 - PR01-TRUST,FAIL,interface status: adminDown - line protocol status: down
110,EAPI-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3010 - MLAG_PEER_L3_iBGP: vrf TENANT_A_PROJECT01,PASS
111,EAPI-LEAF3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan110 - PR01-DEMO,PASS
112,EAPI-LEAF3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan113 - PR01-DMZ,PASS
113,EAPI-LEAF4A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan110 - PR01-DEMO,PASS
114,EAPI-LEAF4A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan113 - PR01-DMZ,PASS
115,EAPI-BL01A,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,FAIL,interface status: down - line protocol status: down
116,EAPI-BL01B,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,FAIL,interface status: down - line protocol status: down
117,EAPI-LEAF1A,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
118,EAPI-LEAF1B,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
119,EAPI-LEAF2A,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
120,EAPI-LEAF2B,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
121,EAPI-LEAF3A,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
122,EAPI-LEAF4A,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
123,EAPI-BL01A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
124,EAPI-BL01A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
125,EAPI-BL01B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
126,EAPI-BL01B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
127,EAPI-LEAF1A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
128,EAPI-LEAF1A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
129,EAPI-LEAF1B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
130,EAPI-LEAF1B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
131,EAPI-LEAF2A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
132,EAPI-LEAF2A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
133,EAPI-LEAF2B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
134,EAPI-LEAF2B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
135,EAPI-LEAF3A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
136,EAPI-LEAF3A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
137,EAPI-LEAF4A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
138,EAPI-LEAF4A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
139,EAPI-SPINE1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
140,EAPI-SPINE2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
141,EAPI-AGG01,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: EAPI-LEAF1A_Ethernet5,PASS
142,EAPI-AGG01,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: EAPI-LEAF1B_Ethernet5,PASS
143,EAPI-AGG02,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: EAPI-LEAF2A_Ethernet5,PASS
144,EAPI-AGG02,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: EAPI-LEAF2B_Ethernet5,PASS
145,EAPI-BL01A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: EAPI-SPINE1_Ethernet5,PASS
146,EAPI-BL01A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: EAPI-SPINE2_Ethernet5,PASS
147,EAPI-BL01A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: EAPI-BL01B_Ethernet3,PASS
148,EAPI-BL01A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: EAPI-BL01B_Ethernet4,PASS
149,EAPI-BL01B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: EAPI-SPINE1_Ethernet6,PASS
150,EAPI-BL01B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: EAPI-SPINE2_Ethernet6,PASS
151,EAPI-BL01B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: EAPI-BL01A_Ethernet3,PASS
152,EAPI-BL01B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: EAPI-BL01A_Ethernet4,PASS
153,EAPI-LEAF1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: EAPI-SPINE1_Ethernet1,PASS
154,EAPI-LEAF1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: EAPI-SPINE2_Ethernet1,PASS
155,EAPI-LEAF1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: EAPI-LEAF1B_Ethernet3,PASS
156,EAPI-LEAF1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: EAPI-LEAF1B_Ethernet4,PASS
157,EAPI-LEAF1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet5 - remote: EAPI-AGG01_Ethernet1,PASS
158,EAPI-LEAF1B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: EAPI-SPINE1_Ethernet2,PASS
159,EAPI-LEAF1B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: EAPI-SPINE2_Ethernet2,PASS
160,EAPI-LEAF1B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: EAPI-LEAF1A_Ethernet3,PASS
161,EAPI-LEAF1B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: EAPI-LEAF1A_Ethernet4,PASS
162,EAPI-LEAF1B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet5 - remote: EAPI-AGG01_Ethernet2,PASS
163,EAPI-LEAF2A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: EAPI-SPINE1_Ethernet3,PASS
164,EAPI-LEAF2A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: EAPI-SPINE2_Ethernet3,PASS
165,EAPI-LEAF2A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: EAPI-LEAF2B_Ethernet3,PASS
166,EAPI-LEAF2A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: EAPI-LEAF2B_Ethernet4,PASS
167,EAPI-LEAF2A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet5 - remote: EAPI-AGG02_Ethernet1,PASS
168,EAPI-LEAF2B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: EAPI-SPINE1_Ethernet4,PASS
169,EAPI-LEAF2B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: EAPI-SPINE2_Ethernet4,PASS
170,EAPI-LEAF2B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: EAPI-LEAF2A_Ethernet3,PASS
171,EAPI-LEAF2B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: EAPI-LEAF2A_Ethernet4,PASS
172,EAPI-LEAF2B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet5 - remote: EAPI-AGG02_Ethernet2,PASS
173,EAPI-LEAF3A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: EAPI-SPINE1_Ethernet7,PASS
174,EAPI-LEAF3A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: EAPI-SPINE2_Ethernet7,PASS
175,EAPI-LEAF4A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: EAPI-SPINE1_Ethernet8,PASS
176,EAPI-LEAF4A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: EAPI-SPINE2_Ethernet8,PASS
177,EAPI-SPINE1,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet5 - remote: EAPI-BL01A_Ethernet1,PASS
178,EAPI-SPINE1,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet6 - remote: EAPI-BL01B_Ethernet1,PASS
179,EAPI-SPINE1,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: EAPI-LEAF1A_Ethernet1,PASS
180,EAPI-SPINE1,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: EAPI-LEAF1B_Ethernet1,PASS
181,EAPI-SPINE1,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: EAPI-LEAF2A_Ethernet1,PASS
182,EAPI-SPINE1,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: EAPI-LEAF2B_Ethernet1,PASS
183,EAPI-SPINE1,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet7 - remote: EAPI-LEAF3A_Ethernet1,PASS
184,EAPI-SPINE1,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet8 - remote: EAPI-LEAF4A_Ethernet1,PASS
185,EAPI-SPINE2,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet5 - remote: EAPI-BL01A_Ethernet2,PASS
186,EAPI-SPINE2,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet6 - remote: EAPI-BL01B_Ethernet2,PASS
187,EAPI-SPINE2,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: EAPI-LEAF1A_Ethernet2,PASS
188,EAPI-SPINE2,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: EAPI-LEAF1B_Ethernet2,PASS
189,EAPI-SPINE2,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: EAPI-LEAF2A_Ethernet2,PASS
190,EAPI-SPINE2,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: EAPI-LEAF2B_Ethernet2,PASS
191,EAPI-SPINE2,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet7 - remote: EAPI-LEAF3A_Ethernet2,PASS
192,EAPI-SPINE2,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet8 - remote: EAPI-LEAF4A_Ethernet2,PASS
193,EAPI-BL01A,MLAG,MLAG State active & Status connected,MLAG,PASS
